marca,categoria,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta,ventas_unidades,ventas_ingresos,utilidad,score_latente,exito
CrunchMax,cereal,retail,59.56,27.8,31.76,53.32,10,59,80,baja,6,Lo compraría solo en promoción,0,47.0,0,9057,539434.92,287650.32,-7.09,0
VitalMix,cereal,marketplace,156.9,102.95,53.95,34.38,7,54,69,baja,6,Es un cereal promedio,0,47.0,0,2629,412490.1,141834.55,-3.14,0
FitMorning,cereal,retail,117.24,60.85,56.39,48.1,6,66,34,media,5,"Está bien, cumple",0,40.0,0,5573,653378.52,314261.47,9.54,0
VitalMix,cereal,retail,112.23,60.3,51.93,46.27,6,68,50,alta,6,Podría mejorar el sabor,0,47.0,0,7800,875394.0,405054.0,38.37,1
ChocoBoom,cereal,retail,103.35,50.19,53.16,51.44,9,74,68,media,8,Gran relación calidad-precio,1,76.0,1,9413,972833.55,500395.08,8.98,0
ChocoBoom,cereal,retail,88.34,46.97,41.37,46.83,10,67,59,media,5,Es un cereal promedio,0,40.0,0,7356,649829.04,304317.72,-3.58,0
FitMorning,cereal,marketplace,115.06,78.56,36.5,31.72,7,67,64,media,7,Es un cereal promedio,0,54.0,0,6250,719125.0,228125.0,6.77,0
GoldenGrain,cereal,retail,105.86,50.88,54.98,51.94,5,76,49,media,5,Lo compraría solo en promoción,0,40.0,0,8879,939930.94,488167.42,36.97,1
GoldenGrain,cereal,retail,120.2,62.37,57.83,48.11,8,78,65,alta,6,Podría mejorar el sabor,0,47.0,0,8476,1018815.2,490167.08,12.46,0
HoneyOats,cereal,marketplace,73.78,52.92,20.86,28.27,6,83,40,alta,5,Podría mejorar el sabor,0,40.0,0,10620,783543.6,221533.2,28.68,1
VitalMix,cereal,marketplace,113.69,77.75,35.94,31.61,7,50,65,baja,3,No conecté con la marca,-1,11.0,0,3279,372789.51,117847.26,-1.02,0
CerealNova,cereal,retail,55.36,30.86,24.5,44.26,7,86,32,media,6,Lo compraría solo en promoción,0,47.0,0,14255,789156.8,349247.5,17.28,0
KidsStar,cereal,retail,70.97,38.63,32.34,45.57,9,83,52,media,7,Podría mejorar el sabor,0,54.0,0,13374,949152.78,432515.16,12.54,0
HoneyOats,cereal,marketplace,54.83,32.52,22.31,40.69,7,83,49,alta,7,"Está bien, cumple",0,54.0,0,13510,740753.3,301408.1,28.86,1
FiberPlus,cereal,retail,121.25,56.26,64.99,53.6,8,58,51,media,5,"Está bien, cumple",0,40.0,0,4499,545503.75,292390.01,2.29,0
CrunchMax,cereal,marketplace,94.06,61.94,32.12,34.15,7,47,33,media,5,"Está bien, cumple",0,40.0,0,3928,369467.68,126167.36,-0.84,0
KidsStar,cereal,retail,76.81,35.58,41.23,53.68,7,83,54,media,5,Podría mejorar el sabor,0,40.0,0,12558,964579.98,517766.34,16.21,0
ChocoBoom,cereal,marketplace,69.77,36.23,33.54,48.07,4,89,63,media,7,Podría mejorar el sabor,0,54.0,0,15286,1066504.22,512692.44,48.37,1
FitMorning,cereal,retail,86.09,52.65,33.44,38.84,9,72,85,media,5,"Está bien, cumple",0,40.0,0,10067,866668.03,336640.48,-5.94,0
KidsStar,cereal,marketplace,94.5,47.49,47.01,49.75,8,73,84,baja,7,Lo compraría solo en promoción,0,54.0,0,8172,772254.0,384165.72,11.17,0
CornCrisp,cereal,marketplace,119.32,83.66,35.66,29.89,7,77,39,alta,5,"Nada extraordinario, pero ok",0,40.0,0,5922,706613.04,211178.52,13.32,0
VitalMix,cereal,retail,121.14,81.73,39.41,32.53,8,69,67,alta,6,Lo compraría solo en promoción,0,47.0,0,7221,874751.94,284579.61,15.43,0
FitMorning,cereal,retail,87.74,54.37,33.37,38.03,9,57,46,baja,6,"Nada extraordinario, pero ok",0,47.0,0,6506,570836.44,217105.22,-9.06,0
ChocoBoom,cereal,marketplace,93.92,62.01,31.91,33.98,7,82,60,alta,8,Se siente premium y de buena calidad,1,76.0,1,12195,1145354.4,389142.45,19.03,0
ChocoBoom,cereal,retail,88.21,51.86,36.35,41.21,8,90,55,media,7,Es un cereal promedio,0,54.0,0,12108,1068046.68,440125.8,16.41,0
FiberPlus,cereal,retail,117.89,62.93,54.96,46.62,7,64,65,baja,6,Es un cereal promedio,0,47.0,0,5961,702742.29,327616.56,0.7,0
FiberPlus,cereal,retail,105.75,59.16,46.59,44.06,7,64,60,media,6,"Está bien, cumple",0,47.0,0,7681,812265.75,357857.79,14.57,0
KidsStar,cereal,retail,49.39,27.53,21.86,44.26,6,86,43,media,8,Se siente premium y de buena calidad,1,76.0,1,19657,970859.23,429702.02,41.66,1
CerealNova,cereal,retail,67.72,38.74,28.98,42.79,4,67,46,media,6,"Nada extraordinario, pero ok",0,47.0,0,13011,881104.92,377058.78,38.57,1
KidsStar,cereal,marketplace,55.37,37.63,17.74,32.04,9,84,47,alta,6,"Nada extraordinario, pero ok",0,47.0,0,12717,704140.29,225599.58,16.72,0
CornCrisp,cereal,marketplace,43.19,22.83,20.36,47.14,5,83,62,baja,6,"Está bien, cumple",0,47.0,0,12528,541084.32,255070.08,38.19,1
FiberPlus,cereal,marketplace,147.96,84.75,63.21,42.72,8,61,63,alta,7,"Está bien, cumple",0,54.0,0,4419,653835.24,279324.99,20.51,1
HoneyOats,cereal,retail,64.44,31.28,33.16,51.46,6,74,64,media,7,Podría mejorar el sabor,0,54.0,0,15442,995082.48,512056.72,32.89,1
HoneyOats,cereal,retail,96.71,56.32,40.39,41.76,6,76,55,alta,7,"Nada extraordinario, pero ok",0,54.0,0,10853,1049593.63,438352.67,30.13,1
KidsStar,cereal,retail,55.45,28.14,27.31,49.25,8,98,69,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,22824,1265590.8,623323.44,45.46,1
FitMorning,cereal,marketplace,123.21,82.35,40.86,33.16,7,67,87,media,8,Me encanta el sabor y la textura,1,76.0,1,7760,956109.6,317073.6,32.05,1
CrunchMax,cereal,retail,88.68,56.42,32.26,36.38,5,69,68,media,6,Lo compraría solo en promoción,0,47.0,0,10801,957832.68,348440.26,35.51,1
CornCrisp,cereal,retail,93.1,49.45,43.65,46.89,7,92,57,alta,6,Es un cereal promedio,0,47.0,0,12678,1180321.8,553394.7,35.99,1
FitMorning,cereal,retail,100.23,59.17,41.06,40.97,5,91,81,alta,6,Lo compraría solo en promoción,0,47.0,0,15150,1518484.5,622059.0,42.22,1
HoneyOats,cereal,retail,89.41,48.22,41.19,46.07,6,58,53,baja,8,Gran relación calidad-precio,1,76.0,1,8563,765617.83,352709.97,26.65,1
CornCrisp,cereal,retail,61.58,28.54,33.04,53.65,4,71,63,baja,7,Podría mejorar el sabor,0,54.0,0,14507,893341.06,479311.28,33.4,1
CerealNova,cereal,retail,102.27,51.09,51.18,50.04,7,66,99,media,7,Es un cereal promedio,0,54.0,0,9602,981996.54,491430.36,27.76,1
VitalMix,cereal,retail,103.65,61.72,41.93,40.45,5,67,62,media,5,Podría mejorar el sabor,0,40.0,0,8367,867239.55,350828.31,24.5,1
FiberPlus,cereal,retail,136.1,73.18,62.92,46.23,8,73,77,media,6,Lo compraría solo en promoción,0,47.0,0,5659,770189.9,356064.28,6.34,0
FiberPlus,cereal,marketplace,87.42,61.32,26.1,29.86,8,59,79,media,6,Es un cereal promedio,0,47.0,0,6676,583615.92,174243.6,7.25,0
GoldenGrain,cereal,marketplace,105.04,55.27,49.77,47.38,6,74,55,alta,7,Es un cereal promedio,0,54.0,0,9440,991577.6,469828.8,29.8,1
CrunchMax,cereal,marketplace,85.43,44.82,40.61,47.54,7,80,71,alta,6,"Está bien, cumple",0,47.0,0,10389,887532.27,421897.29,32.34,1
GoldenGrain,cereal,retail,114.54,53.65,60.89,53.16,7,54,68,baja,7,Podría mejorar el sabor,0,54.0,0,5769,660781.26,351274.41,17.57,0
VitalMix,cereal,marketplace,107.25,65.99,41.26,38.47,5,62,49,media,5,Podría mejorar el sabor,0,40.0,0,6227,667845.75,256926.02,25.35,1
ChocoBoom,cereal,retail,61.75,37.72,24.03,38.91,7,90,65,baja,7,Podría mejorar el sabor,0,54.0,0,17168,1060124.0,412547.04,34.27,1
GoldenGrain,cereal,marketplace,123.27,76.37,46.9,38.05,7,71,46,alta,6,Lo compraría solo en promoción,0,47.0,0,6371,785353.17,298799.9,17.65,0
FiberPlus,cereal,retail,107.31,58.7,48.61,45.3,8,66,68,media,4,No me convence el producto,-1,18.0,0,5826,625188.06,283201.86,1.56,0
GoldenGrain,cereal,marketplace,106.35,58.21,48.14,45.27,7,79,54,media,5,"Nada extraordinario, pero ok",0,40.0,0,7537,801559.95,362831.18,12.25,0
ChocoBoom,cereal,retail,69.14,31.21,37.93,54.86,8,82,74,media,8,Me identifico con la propuesta saludable,1,76.0,1,18385,1271138.9,697343.05,39.16,1
HoneyOats,cereal,marketplace,91.53,63.85,27.68,30.24,5,68,26,media,6,"Nada extraordinario, pero ok",0,47.0,0,6481,593205.93,179394.08,20.21,1
ChocoBoom,cereal,retail,103.61,70.79,32.82,31.68,8,61,58,media,5,Podría mejorar el sabor,0,40.0,0,5815,602492.15,190848.3,9.51,0
HoneyOats,cereal,retail,80.96,53.51,27.45,33.91,10,81,45,media,4,Me pareció caro para lo que ofrece,-1,18.0,0,7128,577082.88,195663.6,-12.56,0
HoneyOats,cereal,retail,58.71,28.5,30.21,51.46,5,87,52,media,9,Gran relación calidad-precio,1,83.0,1,21297,1250346.87,643382.37,64.12,1
FiberPlus,cereal,marketplace,113.82,70.55,43.27,38.02,9,83,70,alta,5,"Está bien, cumple",0,40.0,0,7194,818821.08,311284.38,15.97,0
HoneyOats,cereal,retail,94.6,53.09,41.51,43.88,9,77,73,media,8,Me encanta el sabor y la textura,1,76.0,1,10999,1040505.4,456568.49,20.82,1
HoneyOats,cereal,retail,113.93,64.48,49.45,43.4,6,74,53,alta,4,No me gustó el sabor,-1,18.0,0,6286,716163.98,310842.7,11.92,0
CrunchMax,cereal,marketplace,85.34,52.03,33.31,39.03,10,83,42,media,6,Podría mejorar el sabor,0,47.0,0,7178,612570.52,239099.18,-4.84,0
GoldenGrain,cereal,marketplace,130.57,91.18,39.39,30.17,7,69,80,media,7,Podría mejorar el sabor,0,54.0,0,6415,837606.55,252686.85,17.32,0
HoneyOats,cereal,retail,90.66,60.6,30.06,33.16,9,84,58,alta,8,Se siente premium y de buena calidad,1,76.0,1,13007,1179214.62,390990.42,16.55,0
HoneyOats,cereal,retail,78.54,47.64,30.9,39.34,7,80,52,baja,8,Gran relación calidad-precio,1,76.0,1,13362,1049451.48,412885.8,26.23,1
ChocoBoom,cereal,retail,116.75,61.36,55.39,47.44,5,65,79,media,6,"Está bien, cumple",0,47.0,0,7061,824371.75,391108.79,39.32,1
ChocoBoom,cereal,retail,90.13,48.06,42.07,46.68,6,76,60,media,7,Lo compraría solo en promoción,0,54.0,0,11829,1066147.77,497646.03,21.83,1
CerealNova,cereal,marketplace,72.61,36.86,35.75,49.24,9,76,54,media,4,Me pareció caro para lo que ofrece,-1,18.0,0,6673,484526.53,238559.75,-9.56,0
VitalMix,cereal,marketplace,120.37,80.52,39.85,33.11,6,76,55,media,7,"Nada extraordinario, pero ok",0,54.0,0,6810,819719.7,271378.5,23.09,1
FitMorning,cereal,retail,105.61,69.26,36.35,34.42,6,52,54,baja,6,"Nada extraordinario, pero ok",0,47.0,0,5849,617712.89,212611.15,8.54,0
HoneyOats,cereal,retail,71.34,43.01,28.33,39.71,5,82,41,media,6,Lo compraría solo en promoción,0,47.0,0,13933,993980.22,394721.89,31.06,1
VitalMix,cereal,retail,120.75,65.49,55.26,45.76,5,67,75,media,8,Gran relación calidad-precio,1,76.0,1,8453,1020699.75,467112.78,35.04,1
KidsStar,cereal,retail,76.34,36.95,39.39,51.6,9,70,68,baja,8,Se siente premium y de buena calidad,1,76.0,1,11966,913484.44,471340.74,26.19,1
CerealNova,cereal,marketplace,116.57,77.01,39.56,33.94,5,56,43,media,7,Lo compraría solo en promoción,0,54.0,0,5268,614090.76,208402.08,13.9,0
FiberPlus,cereal,retail,91.83,52.34,39.49,43.0,9,66,63,baja,7,Lo compraría solo en promoción,0,54.0,0,8169,750159.27,322593.81,5.6,0
HoneyOats,cereal,retail,41.59,23.3,18.29,43.98,8,91,44,alta,7,Podría mejorar el sabor,0,54.0,0,17292,719174.28,316270.68,37.98,1
VitalMix,cereal,retail,83.65,47.21,36.44,43.56,8,76,72,alta,7,Es un cereal promedio,0,54.0,0,13577,1135716.05,494745.88,25.16,1
KidsStar,cereal,retail,51.72,33.01,18.71,36.18,8,85,68,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,19464,1006678.08,364171.44,35.44,1
CornCrisp,cereal,retail,89.91,59.22,30.69,34.13,6,74,37,media,7,"Está bien, cumple",0,54.0,0,9401,845243.91,288516.69,22.32,1
GoldenGrain,cereal,retail,112.32,69.88,42.44,37.78,7,67,61,media,5,Lo compraría solo en promoción,0,40.0,0,7327,822968.64,310957.88,2.6,0
FiberPlus,cereal,marketplace,108.33,74.3,34.03,31.41,9,61,54,baja,5,Es un cereal promedio,0,40.0,0,4494,486835.02,152930.82,-12.44,0
CrunchMax,cereal,retail,114.36,56.67,57.69,50.45,7,62,55,media,9,"Me gusta mucho esta marca, la volvería a comprar",1,83.0,1,7112,813328.32,410291.28,24.23,1
CrunchMax,cereal,retail,61.91,30.86,31.05,50.15,6,74,49,media,8,Me encanta el sabor y la textura,1,76.0,1,16321,1010433.11,506767.05,46.6,1
CerealNova,cereal,retail,105.4,61.96,43.44,41.21,7,87,43,baja,4,No me convence el producto,-1,18.0,0,6004,632821.6,260813.76,5.84,0
FitMorning,cereal,retail,140.32,85.36,54.96,39.17,5,58,82,baja,6,Es un cereal promedio,0,47.0,0,4848,680271.36,266446.08,13.49,0
HoneyOats,cereal,marketplace,69.0,39.84,29.16,42.26,8,87,46,media,8,Me encanta el sabor y la textura,1,76.0,1,12006,828414.0,350094.96,25.93,1
ChocoBoom,cereal,marketplace,85.63,55.86,29.77,34.77,8,96,57,alta,7,"Nada extraordinario, pero ok",0,54.0,0,12575,1076797.25,374357.75,26.04,1
HoneyOats,cereal,retail,80.92,48.85,32.07,39.63,8,86,38,alta,7,Podría mejorar el sabor,0,54.0,0,12341,998633.72,395775.87,14.97,0
ChocoBoom,cereal,retail,68.45,37.19,31.26,45.67,8,97,62,alta,6,"Está bien, cumple",0,47.0,0,18804,1287133.8,587813.04,36.5,1
CerealNova,cereal,retail,102.49,46.94,55.55,54.2,10,82,42,media,5,Es un cereal promedio,0,40.0,0,6428,658805.72,357075.4,-3.69,0
HoneyOats,cereal,retail,72.85,50.83,22.02,30.23,6,85,64,media,5,Podría mejorar el sabor,0,40.0,0,14437,1051735.45,317902.74,22.39,1
FitMorning,cereal,retail,143.9,83.82,60.08,41.75,6,66,61,baja,7,Es un cereal promedio,0,54.0,0,4303,619201.7,258524.24,4.23,0
CerealNova,cereal,marketplace,36.92,19.44,17.48,47.35,8,83,68,baja,7,Lo compraría solo en promoción,0,54.0,0,12094,446510.48,211403.12,26.6,1
CornCrisp,cereal,retail,70.11,37.34,32.77,46.74,8,86,57,alta,8,Me encanta el sabor y la textura,1,76.0,1,18009,1262610.99,590154.93,34.19,1
GoldenGrain,cereal,marketplace,109.08,56.29,52.79,48.4,5,75,52,media,6,Podría mejorar el sabor,0,47.0,0,7711,841115.88,407063.69,23.78,1
CornCrisp,cereal,retail,107.27,58.85,48.42,45.14,8,84,20,alta,4,No me gustó el sabor,-1,18.0,0,6048,648768.96,292844.16,-1.54,0
ChocoBoom,cereal,marketplace,81.15,59.52,21.63,26.65,6,87,63,alta,9,Me encanta el sabor y la textura,1,83.0,1,16205,1315035.75,350514.15,36.99,1
HoneyOats,cereal,retail,116.51,80.54,35.97,30.87,9,52,45,media,5,"Está bien, cumple",0,40.0,0,3927,457534.77,141254.19,-8.33,0
KidsStar,cereal,retail,67.37,44.42,22.95,34.07,10,98,73,alta,6,"Nada extraordinario, pero ok",0,47.0,0,18092,1218858.04,415211.4,22.09,1
CrunchMax,cereal,retail,57.09,31.08,26.01,45.56,9,75,55,media,7,"Está bien, cumple",0,54.0,0,12793,730352.37,332745.93,16.98,0
CrunchMax,cereal,retail,90.92,47.41,43.51,47.86,6,80,56,media,7,Lo compraría solo en promoción,0,54.0,0,11566,1051580.72,503236.66,36.99,1
CerealNova,cereal,retail,67.75,35.88,31.87,47.04,6,61,66,baja,7,"Nada extraordinario, pero ok",0,54.0,0,11811,800195.25,376416.57,18.66,0
KidsStar,cereal,marketplace,95.78,65.66,30.12,31.45,10,70,57,baja,5,Podría mejorar el sabor,0,40.0,0,5797,555236.66,174605.64,-10.61,0
GoldenGrain,cereal,retail,114.01,72.52,41.49,36.39,7,53,61,baja,8,Me encanta el sabor y la textura,1,76.0,1,6245,711992.45,259105.05,15.42,0
FiberPlus,cereal,marketplace,132.63,87.26,45.37,34.21,8,68,67,media,6,Lo compraría solo en promoción,0,47.0,0,4830,640602.9,219137.1,-1.11,0
GoldenGrain,cereal,marketplace,135.19,94.8,40.39,29.88,5,62,48,media,4,Me pareció caro para lo que ofrece,-1,18.0,0,4211,569285.09,170082.29,7.64,0
FitMorning,cereal,marketplace,122.35,65.48,56.87,46.48,5,56,76,baja,6,Lo compraría solo en promoción,0,47.0,0,5090,622761.5,289468.3,16.27,0
CerealNova,cereal,retail,94.99,45.86,49.13,51.72,10,79,50,media,4,No me convence el producto,-1,18.0,0,6125,581813.75,300921.25,-10.11,0
ChocoBoom,cereal,marketplace,97.02,50.59,46.43,47.86,9,79,58,media,7,"Está bien, cumple",0,54.0,0,7921,768495.42,367772.03,12.01,0
HoneyOats,cereal,retail,62.46,30.86,31.6,50.59,8,81,51,alta,7,"Nada extraordinario, pero ok",0,54.0,0,15719,981808.74,496720.4,33.43,1
ChocoBoom,cereal,retail,79.47,49.15,30.32,38.15,7,95,66,alta,7,Lo compraría solo en promoción,0,54.0,0,18238,1449373.86,552976.16,36.82,1
CrunchMax,cereal,retail,85.01,57.91,27.1,31.88,8,87,29,media,3,Me pareció caro para lo que ofrece,-1,11.0,0,7762,659847.62,210350.2,0.08,0
VitalMix,cereal,marketplace,114.24,75.49,38.75,33.92,8,70,63,baja,8,Me identifico con la propuesta saludable,1,76.0,1,6901,788370.24,267413.75,10.53,0
GoldenGrain,cereal,retail,124.5,69.3,55.2,44.34,7,54,37,baja,6,"Nada extraordinario, pero ok",0,47.0,0,4251,529249.5,234655.2,-4.6,0
HoneyOats,cereal,retail,79.67,55.15,24.52,30.78,8,60,61,baja,6,Es un cereal promedio,0,47.0,0,7478,595772.26,183360.56,2.02,0
FitMorning,cereal,marketplace,100.13,52.27,47.86,47.8,6,71,85,media,7,"Nada extraordinario, pero ok",0,54.0,0,9161,917290.93,438445.46,35.1,1
FitMorning,cereal,retail,85.93,47.75,38.18,44.43,8,53,69,media,7,Es un cereal promedio,0,54.0,0,8379,720007.47,319910.22,16.97,0
CrunchMax,cereal,retail,88.92,45.42,43.5,48.92,9,76,50,media,5,"Está bien, cumple",0,40.0,0,8423,748973.16,366400.5,-6.2,0
CornCrisp,cereal,marketplace,64.87,33.64,31.23,48.14,7,72,58,media,7,Lo compraría solo en promoción,0,54.0,0,10164,659338.68,317421.72,19.58,0
FiberPlus,cereal,retail,101.52,66.84,34.68,34.16,6,67,88,baja,7,"Nada extraordinario, pero ok",0,54.0,0,9512,965658.24,329876.16,22.08,1
HoneyOats,cereal,retail,78.11,46.05,32.06,41.04,7,89,59,alta,4,No me gustó el sabor,-1,18.0,0,11829,923963.19,379237.74,19.14,0
HoneyOats,cereal,retail,91.52,63.37,28.15,30.76,10,63,52,media,7,Lo compraría solo en promoción,0,54.0,0,6681,611445.12,188070.15,-7.59,0
HoneyOats,cereal,retail,64.39,33.05,31.34,48.67,6,85,36,alta,8,Se siente premium y de buena calidad,1,76.0,1,19279,1241374.81,604203.86,39.33,1
CrunchMax,cereal,retail,52.57,36.18,16.39,31.18,8,77,58,baja,5,Es un cereal promedio,0,40.0,0,11370,597720.9,186354.3,13.67,0
HoneyOats,cereal,retail,74.72,45.83,28.89,38.66,7,69,51,media,4,No lo volvería a comprar,-1,18.0,0,8643,645804.96,249696.27,14.62,0
HoneyOats,cereal,retail,105.45,68.5,36.95,35.04,6,74,53,media,5,Es un cereal promedio,0,40.0,0,7669,808696.05,283369.55,16.03,0
VitalMix,cereal,retail,122.23,68.27,53.96,44.15,6,58,75,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,7183,877978.09,387594.68,36.53,1
VitalMix,cereal,retail,106.97,48.96,58.01,54.23,6,71,74,baja,7,"Está bien, cumple",0,54.0,0,8999,962623.03,522031.99,29.13,1
ChocoBoom,cereal,retail,53.09,28.59,24.5,46.15,7,96,61,alta,8,Me identifico con la propuesta saludable,1,76.0,1,24885,1321144.65,609682.5,51.32,1
GoldenGrain,cereal,marketplace,128.73,69.75,58.98,45.82,8,58,43,media,6,Es un cereal promedio,0,47.0,0,3686,474498.78,217400.28,-0.2,0
GoldenGrain,cereal,retail,89.93,42.05,47.88,53.24,7,77,52,alta,4,No conecté con la marca,-1,18.0,0,9672,869802.96,463095.36,24.76,1
CrunchMax,cereal,retail,71.5,45.32,26.18,36.62,8,86,65,media,9,Me identifico con la propuesta saludable,1,83.0,1,17856,1276704.0,467470.08,31.93,1
CerealNova,cereal,marketplace,63.01,38.93,24.08,38.22,6,64,58,baja,7,"Nada extraordinario, pero ok",0,54.0,0,9262,583598.62,223028.96,19.91,1
CerealNova,cereal,retail,82.1,43.26,38.84,47.31,9,70,59,baja,6,Lo compraría solo en promoción,0,47.0,0,8485,696618.5,329557.4,-4.72,0
FiberPlus,cereal,retail,140.98,82.78,58.2,41.28,5,68,74,alta,7,Podría mejorar el sabor,0,54.0,0,6993,985873.14,406992.6,38.32,1
FitMorning,cereal,retail,84.41,47.9,36.51,43.25,5,62,62,alta,7,"Nada extraordinario, pero ok",0,54.0,0,12794,1079941.54,467108.94,45.42,1
GoldenGrain,cereal,retail,140.23,74.04,66.19,47.2,9,56,39,media,4,No me gustó el sabor,-1,18.0,0,2620,367402.6,173417.8,-18.19,0
GoldenGrain,cereal,marketplace,161.8,101.09,60.71,37.52,7,62,72,media,8,Me encanta el sabor y la textura,1,76.0,1,4611,746059.8,279933.81,16.07,0
FitMorning,cereal,retail,113.05,78.35,34.7,30.69,8,80,55,alta,5,"Nada extraordinario, pero ok",0,40.0,0,8678,981047.9,301126.6,17.59,0
VitalMix,cereal,retail,83.62,44.97,38.65,46.22,8,59,69,alta,6,"Está bien, cumple",0,47.0,0,9823,821399.26,379658.95,17.83,0
KidsStar,cereal,retail,82.87,49.09,33.78,40.76,6,94,82,alta,8,Gran relación calidad-precio,1,76.0,1,22357,1852724.59,755219.46,57.56,1
CornCrisp,cereal,marketplace,97.36,63.09,34.27,35.2,8,78,42,alta,5,Lo compraría solo en promoción,0,40.0,0,7153,696416.08,245133.31,15.84,0
CerealNova,cereal,retail,98.71,63.18,35.53,35.99,5,73,32,media,5,Podría mejorar el sabor,0,40.0,0,8119,801426.49,288468.07,17.04,0
KidsStar,cereal,marketplace,84.52,44.87,39.65,46.91,7,68,56,baja,7,"Está bien, cumple",0,54.0,0,7758,655706.16,307604.7,16.25,0
CornCrisp,cereal,marketplace,104.9,60.91,43.99,41.94,6,72,68,media,7,"Nada extraordinario, pero ok",0,54.0,0,7616,798918.4,335027.84,21.88,1
GoldenGrain,cereal,retail,84.47,50.68,33.79,40.0,9,82,60,alta,7,"Está bien, cumple",0,54.0,0,13614,1149974.58,460017.06,18.73,0
VitalMix,cereal,marketplace,94.48,60.48,34.0,35.99,7,64,56,media,7,Es un cereal promedio,0,54.0,0,6810,643408.8,231540.0,13.75,0
KidsStar,cereal,marketplace,97.04,52.13,44.91,46.28,7,67,78,media,6,"Está bien, cumple",0,47.0,0,7485,726344.4,336151.35,18.77,0
ChocoBoom,cereal,retail,57.32,27.11,30.21,52.7,7,83,59,media,7,Es un cereal promedio,0,54.0,0,16437,942168.84,496561.77,39.82,1
GoldenGrain,cereal,retail,99.89,61.23,38.66,38.7,8,79,59,alta,6,"Está bien, cumple",0,47.0,0,10674,1066225.86,412656.84,22.91,1
HoneyOats,cereal,retail,88.48,59.26,29.22,33.02,7,82,57,alta,6,Es un cereal promedio,0,47.0,0,12380,1095382.4,361743.6,19.99,1
FitMorning,cereal,marketplace,109.99,63.24,46.75,42.5,9,60,87,baja,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,6354,698876.46,297049.5,8.08,0
HoneyOats,cereal,retail,64.3,31.27,33.03,51.37,7,76,79,media,7,Es un cereal promedio,0,54.0,0,15583,1001986.9,514706.49,38.19,1
KidsStar,cereal,retail,85.42,43.87,41.55,48.64,7,86,78,media,9,Se siente premium y de buena calidad,1,83.0,1,17182,1467686.44,713912.1,33.07,1
KidsStar,cereal,retail,59.8,34.79,25.01,41.82,6,72,64,media,6,"Está bien, cumple",0,47.0,0,15211,909617.8,380427.11,27.18,1
CrunchMax,cereal,retail,59.54,31.21,28.33,47.58,6,99,59,alta,7,Podría mejorar el sabor,0,54.0,0,22405,1333993.7,634733.65,49.85,1
FiberPlus,cereal,marketplace,131.63,94.1,37.53,28.51,9,60,65,media,4,No me convence el producto,-1,18.0,0,3257,428718.91,122235.21,-14.35,0
CornCrisp,cereal,retail,79.25,51.32,27.93,35.24,8,95,58,alta,9,Me encanta el sabor y la textura,1,83.0,1,18602,1474208.5,519553.86,40.23,1
ChocoBoom,cereal,retail,74.4,42.9,31.5,42.34,8,82,69,media,5,Es un cereal promedio,0,40.0,0,12927,961768.8,407200.5,24.98,1
VitalMix,cereal,retail,115.0,74.22,40.78,35.46,7,70,54,media,5,Es un cereal promedio,0,40.0,0,6859,788785.0,279710.02,2.67,0
KidsStar,cereal,retail,86.09,44.56,41.53,48.24,7,83,44,media,9,Se siente premium y de buena calidad,1,83.0,1,14255,1227212.95,592010.15,46.95,1
CornCrisp,cereal,marketplace,43.64,20.85,22.79,52.22,8,79,53,baja,6,"Está bien, cumple",0,47.0,0,10172,443906.08,231819.88,9.41,0
ChocoBoom,cereal,retail,74.22,50.68,23.54,31.72,5,94,46,alta,5,Lo compraría solo en promoción,0,40.0,0,17471,1296697.62,411267.34,35.74,1
CornCrisp,cereal,marketplace,99.13,70.09,29.04,29.29,6,76,50,alta,4,No me gustó el sabor,-1,18.0,0,6504,644741.52,188876.16,19.22,0
FitMorning,cereal,retail,117.37,70.58,46.79,39.87,7,82,59,alta,5,"Está bien, cumple",0,40.0,0,8955,1051048.35,419004.45,10.68,0
CerealNova,cereal,retail,99.19,56.77,42.42,42.77,4,85,38,alta,8,Me encanta el sabor y la textura,1,76.0,1,14060,1394611.4,596425.2,57.53,1
ChocoBoom,cereal,retail,96.37,49.51,46.86,48.63,4,69,72,baja,8,Gran relación calidad-precio,1,76.0,1,11882,1145068.34,556790.52,52.67,1
HoneyOats,cereal,retail,66.52,31.8,34.72,52.19,8,67,44,media,6,Podría mejorar el sabor,0,47.0,0,10438,694335.76,362407.36,4.24,0
KidsStar,cereal,retail,58.28,37.95,20.33,34.88,4,86,80,media,8,Se siente premium y de buena calidad,1,76.0,1,25557,1489461.96,519573.81,65.14,1
ChocoBoom,cereal,marketplace,79.36,53.44,25.92,32.66,7,73,69,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,11819,937955.84,306348.48,31.12,1
FitMorning,cereal,marketplace,116.35,78.92,37.43,32.17,7,74,61,media,7,"Nada extraordinario, pero ok",0,54.0,0,7088,824688.8,265303.84,7.98,0
